album title,song title,song id,year
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,'Cross the Green Mountain,1006242,2008
N/A,'Cross the Green Mountain,1006242,N/A
Under the Red Sky,"10,000 Men",200681,1990
N/A,"10,000 Men",200681,N/A
N/A,2 X 2,200682,N/A
Under the Red Sky,2 X 2,200682,1990
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,32-20 Blues,1686914,2008
N/A,32-20 Blues,1686914,N/A
N/A,4th Time Around,105774,N/A
Blonde on Blonde,4th Time Around,105774,1966
N/A,900 Miles from My Home,1994655,N/A
Dylan (1973),A Fool Such as I,199634,1973
N/A,A Fool Such as I,199634,N/A
N/A,A Hard Rain's  A-Gonna Fall [Gaslight 1962],4848843,N/A
Live at the Gaslight 1962,A Hard Rain's  A-Gonna Fall [Gaslight 1962],4848843,2005
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall",A Hard Rain's A-Gonna Fall,105186,2004
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",A Hard Rain's A-Gonna Fall,105186,2002
The Freewheelin' Bob Dylan,A Hard Rain's A-Gonna Fall,105186,1963
N/A,A Hard Rain's A-Gonna Fall,105186,N/A
Bob Dylan's Greatest Hits Vol. II ,A Hard Rain's A-Gonna Fall,105186,1971
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,A Hard Rain's A-Gonna Fall,105186,2005
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",A Hard Rain's A-Gonna Fall,105186,2010
N/A,A Satisfied Mind,199908,N/A
Saved,A Satisfied Mind,199908,1980
N/A,Abandoned Love,118651,N/A
Biograph,Abandoned Love,118651,1985
Blonde on Blonde,Absolutely Sweet Marie,105773,1966
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Absolutely Sweet Marie,105773,2015
N/A,Absolutely Sweet Marie,105773,N/A
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Absolutely Sweet Marie (Take 1),6223061,2016
N/A,Acne,1534549,N/A
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Ain't Gonna Go to Hell for Anybody,3991919,2017
N/A,Ain't Gonna Grieve,201810,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Ain't Gonna Grieve,201810,2010
The Bootleg Series Vol. 13: Trouble No More 1979-1981,"Ain't No Man Righteous, No Not One",3991920,2017
N/A,Ain't Talkin',201662,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Ain't Talkin',201662,2008
Modern Times,Ain't Talkin',201662,2006
N/A,Alberta #1,199419,N/A
Self Portrait,Alberta #1,199419,1970
N/A,Alberta #2,199466,N/A
Self Portrait,Alberta #2,199466,1970
N/A,Alberta #3,5672711,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Alberta #3,5672711,2013
N/A,All Along The Watchtower [At Budokan],4833152,N/A
Bob Dylan at Budokan,All Along The Watchtower [At Budokan],4833152,1979
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",All Along the Watchtower,98664,2019
The Essential Bob Dylan,All Along the Watchtower,98664,2000
John Wesley Harding,All Along the Watchtower,98664,1967
N/A,All Along the Watchtower,98664,N/A
Biograph,All Along the Watchtower,98664,1985
Bob Dylan's Greatest Hits Vol. II ,All Along the Watchtower,98664,1971
N/A,All Along the Watchtower (English Final Assignment),5090709,N/A
MTV Unplugged,All Along the Watchtower [MTV Unplugged],4847071,1995
N/A,All Along the Watchtower [MTV Unplugged],4847071,N/A
N/A,All American Boy,1360613,N/A
N/A,All I Have To Do Is Dream,979424,N/A
N/A,All I Really Want To Do [At Budokan],4833170,N/A
Bob Dylan at Budokan,All I Really Want To Do [At Budokan],4833170,1979
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall",All I Really Want to Do,117532,2004
Another Side of Bob Dylan,All I Really Want to Do,117532,1964
Bob Dylan's Greatest Hits Vol. II ,All I Really Want to Do,117532,1971
N/A,All I Really Want to Do,117532,N/A
N/A,All Over You,201795,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",All Over You,201795,2010
N/A,All or Nothing at All,2486639,N/A
Fallen Angels,All or Nothing at All,2486639,2016
Self Portrait,All the Tired Horses,199417,1970
N/A,All the Tired Horses,199417,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),All the Tired Horses,199417,2013
Fallen Angels,All the Way,2486634,2016
N/A,All the Way,2486634,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Angelina,201056,1991
N/A,Angelina,201056,N/A
N/A,Annie's Going to Sing Her Song,2128283,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Annie's Going to Sing Her Song,2128283,2013
Saved,Are You Ready,105778,1980
N/A,Are You Ready,105778,N/A
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Are You Ready,105778,2017
Good as I Been to You,Arthur McBride,200854,1992
N/A,Arthur McBride,200854,N/A
John Wesley Harding,As I Went Out One Morning,117554,1967
N/A,As I Went Out One Morning,117554,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",As I Went Out One Morning,117554,2019
N/A,As Time Goes By,3020127,N/A
Triplicate,As Time Goes By,3020127,2017
N/A,Autumn Leaves,691976,N/A
Shadows in the Night,Autumn Leaves,691976,2015
N/A,Baby Ain't That Fine,927127,N/A
N/A,Baby Please Don't Go,1355245,N/A
N/A,"Baby, I'm in the Mood for You",200307,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964","Baby, I'm in the Mood for You",200307,2010
Biograph,"Baby, I'm in the Mood for You",200307,1985
Bob Dylan,"Baby, Let Me Follow You Down",199930,1962
Biograph,"Baby, Let Me Follow You Down",199930,1985
N/A,"Baby, Let Me Follow You Down",199930,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964","Baby, Let Me Follow You Down",199930,2010
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert","Baby, Let Me Follow You Down [Live 1966]",4838761,1998
N/A,"Baby, Let Me Follow You Down [Live 1966]",4838761,N/A
N/A,"Baby, Stop Crying",199730,N/A
Street-Legal,"Baby, Stop Crying",199730,1978
N/A,Back Door Blues,1775660,N/A
N/A,Backwater blues,2068066,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Ballad for a Friend,201753,2010
N/A,Ballad for a Friend,201753,N/A
N/A,Ballad in Plain D,102987,N/A
Another Side of Bob Dylan,Ballad in Plain D,102987,1964
N/A,Ballad of Donald White,1710173,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Ballad of Hollis Brown,117516,2010
N/A,Ballad of Hollis Brown,117516,N/A
The Times They Are A-Changin',Ballad of Hollis Brown,117516,1964
Bob Dylan In Concert: Brandeis University 1963 ,Ballad of Hollis Brown [Brandeis 1963],4848815,2011
N/A,Ballad of Hollis Brown [Brandeis 1963],4848815,N/A
N/A,Ballad of a Thin Man,77356,N/A
Highway 61 Revisited,Ballad of a Thin Man,77356,1965
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Ballad of a Thin Man,77356,2005
N/A,Ballad of a Thin Man [At Budokan],4833084,N/A
Bob Dylan at Budokan,Ballad of a Thin Man [At Budokan],4833084,1979
N/A,Ballad of a Thin Man [Live 1966],4838798,N/A
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Ballad of a Thin Man [Live 1966],4838798,1998
Real Live,Ballad of a Thin Man [Real Live],4833479,1984
N/A,Ballad of a Thin Man [Real Live],4833479,N/A
N/A,Ballad of the Gliding Swan,1259844,N/A
N/A,Band of the Hand,1054308,N/A
N/A,Barbara Allen,1373641,N/A
Live at the Gaslight 1962,Barbara Allen,1373641,2005
Self Portrait,Belle Isle,199434,1970
N/A,Belle Isle,199434,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Belle Isle,199434,2013
N/A,Bells of Rhymney,1652713,N/A
N/A,Beyond Here Lies Nothin',201700,N/A
The Essential Bob Dylan,Beyond Here Lies Nothin',201700,2000
Together Through Life,Beyond Here Lies Nothin',201700,2009
Modern Times,Beyond the Horizon,201659,2006
N/A,Beyond the Horizon,201659,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Big River,1209001,2019
N/A,Big River,1209001,N/A
Dylan (1973),Big Yellow Taxi,199636,1973
N/A,Big Yellow Taxi,199636,N/A
Pat Garrett & Billy the Kid,Billy 1,199519,1973
N/A,Billy 1,199519,N/A
N/A,Billy 4,199534,N/A
Pat Garrett & Billy the Kid,Billy 4,199534,1973
Pat Garrett & Billy the Kid,Billy 7,199535,1973
N/A,Billy 7,199535,N/A
N/A,Black Cross,1615957,N/A
Another Side of Bob Dylan,Black Crow Blues,117533,1964
N/A,Black Crow Blues,117533,N/A
Desire,Black Diamond Bay,199665,1976
N/A,Black Diamond Bay,199665,N/A
Rough and Rowdy Ways,Black Rider,5662712,2020
N/A,Black Rider,5662712,N/A
N/A,Blackjack Davey,200843,N/A
Good as I Been to You,Blackjack Davey,200843,1992
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Blessed Is the Name,3991921,2017
The Essential Bob Dylan,Blind Willie McTell,105205,2000
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Blind Willie McTell,105205,1991
N/A,Blind Willie McTell,105205,N/A
N/A,Blood in My Eyes,200907,N/A
World Gone Wrong,Blood in My Eyes,200907,1993
N/A,Blowin' In The Wind [At Budokan],4833124,N/A
Bob Dylan at Budokan,Blowin' In The Wind [At Budokan],4833124,1979
N/A,Blowin' in the Wind,79424,N/A
The Freewheelin' Bob Dylan,Blowin' in the Wind,79424,1963
"The Bootleg Series Vol. 5: Bob Dylan Live 1975, The Rolling Thunder Revue",Blowin' in the Wind,79424,2002
Bob Dylan's Greatest Hits,Blowin' in the Wind,79424,1967
Biograph,Blowin' in the Wind,79424,1985
The Essential Bob Dylan,Blowin' in the Wind,79424,2000
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Blowin' in the Wind,79424,2005
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Blowin' in the Wind,79424,2010
N/A,Blue Moon,199455,N/A
Self Portrait,Blue Moon,199455,1970
N/A,Blue Yodel No. 5,5672501,N/A
Bringing It All Back Home,Bob Dylan's 115th Dream,75444,1965
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Bob Dylan's 115th Dream,75444,2015
N/A,Bob Dylan's 115th Dream,75444,N/A
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Bob Dylan's 115th Dream (Take 2),6222969,2016
N/A,Bob Dylan's 115th Dream (Take 2),6222969,N/A
N/A,Bob Dylan's Blues,105192,N/A
The Freewheelin' Bob Dylan,Bob Dylan's Blues,105192,1963
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Bob Dylan's Blues,105192,2010
N/A,Bob Dylan's Dream,105194,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Bob Dylan's Dream,105194,2010
The Freewheelin' Bob Dylan,Bob Dylan's Dream,105194,1963
Bob Dylan In Concert: Brandeis University 1963 ,Bob Dylan's Dream [Brandeis 1963],4848824,2011
N/A,Bob Dylan's Dream [Brandeis 1963],4848824,N/A
N/A,Bob Dylan's New Orleans Rag,1017836,N/A
N/A,Bonnie Ship the Diamond,1329262,N/A
N/A,Boogie Woogie Country Girl,1715993,N/A
The Times They Are A-Changin',Boots of Spanish Leather,117523,1964
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Boots of Spanish Leather,117523,2010
N/A,Boots of Spanish Leather,117523,N/A
N/A,Born in Time,200678,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Born in Time,200678,2008
Under the Red Sky,Born in Time,200678,1990
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Born in Time	(Unreleased version #2),5672105,2008
N/A,Born in Time	(Unreleased version #2),5672105,N/A
N/A,"Bound to Lose, Bound to Win",2324708,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964","Bound to Lose, Bound to Win",2324708,2010
N/A,Bourbon Street,872545,N/A
N/A,Braggin',3030571,N/A
Triplicate,Braggin',3030571,2017
N/A,Bring Me a Little Water,2216142,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Bring Me a Little Water,2216142,2013
N/A,Broke Down Engine,200914,N/A
World Gone Wrong,Broke Down Engine,200914,1993
N/A,Brownsville Girl,105214,N/A
Knocked Out Loaded,Brownsville Girl,105214,1986
Blood on the Tracks,Buckets of Rain,199624,1975
N/A,Buckets of Rain,199624,N/A
"The Bootleg Series Vol. 14: More Blood, More Tracks",Buckets of Rain (9/17/74 Take 1),4124386,2018
"The Bootleg Series Vol. 14: More Blood, More Tracks",Buckets of Rain (9/17/74 Take 2),4124387,2018
"The Bootleg Series Vol. 14: More Blood, More Tracks","Buckets of Rain (9/18/74 Take 1, Remake)",4124390,2018
"The Bootleg Series Vol. 14: More Blood, More Tracks","Buckets of Rain (9/18/74, Take 2, Remake)",3991897,2018
N/A,"Buckets of Rain (9/18/74, Take 2, Remake)",3991897,N/A
N/A,Bunkhouse Theme,199520,N/A
Pat Garrett & Billy the Kid,Bunkhouse Theme,199520,1973
Triplicate,But Beautiful,3019240,2017
N/A,But Beautiful,3019240,N/A
N/A,Bye and Bye,201438,N/A
Love and Theft,Bye and Bye,201438,2001
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,California,1229145,2015
N/A,California,1229145,N/A
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),California,1229145,2016
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Call Letter Blues,200976,1991
N/A,Call Letter Blues,200976,N/A
"The Bootleg Series Vol. 14: More Blood, More Tracks",Call Letter Blues (9/17/74 Rehearsal),4124385,2018
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Can You Please Crawl Out Your Window (Take 1),6223037,2016
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Can You Please Crawl Out Your Window?,105210,2015
Biograph,Can You Please Crawl Out Your Window?,105210,1985
N/A,Can You Please Crawl Out Your Window?,105210,N/A
N/A,Can't Escape from You,1097545,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Can't Escape from You,1097545,2008
Dylan (1973),Can't Help Falling in Love,199648,1973
N/A,Can't Help Falling in Love,199648,N/A
N/A,Can't Leave Her Behind,1156128,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Can't Wait,201124,2008
N/A,Can't Wait,201124,N/A
Time Out of Mind,Can't Wait,201124,1997
N/A,Can't Wait (Alternate version #2),5672107,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Can't Wait (Alternate version #2),5672107,2008
Good as I Been to You,Canadee-I-O,200845,1992
N/A,Canadee-I-O,200845,N/A
Pat Garrett & Billy the Kid,Cantina Theme (Workin' For The Law),199515,1973
N/A,Cantina Theme (Workin' For The Law),199515,N/A
N/A,Car Car,886871,N/A
N/A,Careless Love,5672443,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Careless Love,5672443,2019
Biograph,Caribbean Wind,200301,1985
N/A,Caribbean Wind,200301,N/A
N/A,Cat's in the Well,200685,N/A
Under the Red Sky,Cat's in the Well,200685,1990
N/A,Catfish,200985,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Catfish,200985,1991
N/A,Changing of the Guards,185117,N/A
Street-Legal,Changing of the Guards,185117,1978
N/A,Chimes of Freedom,117536,N/A
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Chimes of Freedom,117536,2005
Another Side of Bob Dylan,Chimes of Freedom,117536,1964
Christmas in the Heart,Christmas Island,201721,2009
N/A,Christmas Island,201721,N/A
N/A,Clean Cut Kid,199974,N/A
Empire Burlesque,Clean Cut Kid,199974,1985
N/A,Cocaine,1426117,N/A
Live at the Gaslight 1962,Cocaine,1426117,2005
N/A,Cocaine Blues,1685255,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Cocaine Blues,1685255,2008
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Cold Irons Bound,201121,2008
N/A,Cold Irons Bound,201121,N/A
Time Out of Mind,Cold Irons Bound,201121,1997
N/A,Come All Ye Fair and Tender Ladies,1495209,N/A
Fallen Angels,Come Rain or Come Shine,2486649,2016
N/A,Come Rain or Come Shine,2486649,N/A
N/A,Coming From The Heart,1300378,N/A
N/A,Confidential,1010162,N/A
N/A,Cool Water,865299,N/A
N/A,Copper Kettle,1070099,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Copper Kettle,1070099,2013
Self Portrait,Copper Kettle (The Pale Moonlight),199436,1970
N/A,Copper Kettle (The Pale Moonlight),199436,N/A
N/A,"Corrina, Corrina",105198,N/A
The Freewheelin' Bob Dylan,"Corrina, Corrina",105198,1963
Nashville Skyline,Country Pie,199323,1969
N/A,Country Pie,199323,N/A
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Country Pie,199323,2013
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Country Pie,199323,2019
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Covenant Woman,199914,2017
N/A,Covenant Woman,199914,N/A
Saved,Covenant Woman,199914,1980
N/A,Crawling King Snake,2078093,N/A
N/A,Crossing the Rubicon,5662715,N/A
Rough and Rowdy Ways,Crossing the Rubicon,5662715,2020
Love and Theft,Cry a While,201456,2001
N/A,Cry a While,201456,N/A
The Essential Bob Dylan,Dark Eyes,199979,2000
N/A,Dark Eyes,199979,N/A
Empire Burlesque,Dark Eyes,199979,1985
Triplicate,"Day In, Day Out",3030351,2017
N/A,"Day In, Day Out",3030351,N/A
N/A,Day of the Locusts,199442,N/A
New Morning,Day of the Locusts,199442,1970
N/A,Days of 49,199445,N/A
Self Portrait,Days of 49,199445,1970
The Bootleg Series Vol. 10: Another Self Portrait (1969-1971),Days of 49,199445,2013
The Bootleg Series Vol. 13: Trouble No More 1979-1981,"Dead Man, Dead Man",199940,2017
N/A,"Dead Man, Dead Man",199940,N/A
Shot of Love,"Dead Man, Dead Man",199940,1981
John Wesley Harding,Dear Landlord,117559,1967
Biograph,Dear Landlord,117559,1985
N/A,Dear Landlord,117559,N/A
N/A,Dear Mrs. Roosevelt,1081276,N/A
N/A,Death Don't Have No Mercy,890164,N/A
Down in the Groove,Death Is Not the End,200609,1988
N/A,Death Is Not the End,200609,N/A
World Gone Wrong,Delia,200928,1993
N/A,Delia,200928,N/A
N/A,Denise,1286618,N/A
N/A,Desolation Row,92350,N/A
Highway 61 Revisited,Desolation Row,92350,1965
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Desolation Row,92350,2005
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Desolation Row,92350,2015
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,Desolation Row (Piano Demo),5672308,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Desolation Row (Take 1),6223027,2016
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),Desolation Row (Take 2),6223026,2016
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Desolation Row [Live 1966],4838736,1998
N/A,Desolation Row [Live 1966],4838736,N/A
MTV Unplugged,Desolation Row [MTV Unplugged],4847103,1995
N/A,Desolation Row [MTV Unplugged],4847103,N/A
Good as I Been to You,Diamond Joe,200876,1992
N/A,Diamond Joe,200876,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Dignity,117942,2008
N/A,Dignity,117942,N/A
N/A,Dignity (Piano Demo),2002639,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Dignity (Piano Demo),2002639,2008
N/A,Dignity (alternate version),1380144,N/A
N/A,Dignity [MTV Unplugged],4847116,N/A
MTV Unplugged,Dignity [MTV Unplugged],4847116,1995
N/A,Dink's Song,201628,N/A
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,Dink's Song,201628,2005
Planet Waves,Dirge,199572,1974
N/A,Dirge,199572,N/A
Time Out of Mind,Dirt Road Blues,201109,1997
N/A,Dirt Road Blues,201109,N/A
N/A,Disease of Conceit,200655,N/A
Oh Mercy,Disease of Conceit,200655,1989
N/A,Dixie,1596819,N/A
N/A,Do Re Mi,1625590,N/A
Slow Train Coming,Do Right to Me Baby (Do Unto Others),105224,1979
The Bootleg Series Vol. 13: Trouble No More 1979-1981,Do Right to Me Baby (Do Unto Others),105224,2017
N/A,Do Right to Me Baby (Do Unto Others),105224,N/A
Christmas in the Heart,Do You Hear What I Hear?,201694,2009
N/A,Do You Hear What I Hear?,201694,N/A
N/A,Don't Ever Take Yourself Away,988353,N/A
N/A,Don't Fall Apart on Me Tonight,199958,N/A
Infidels,Don't Fall Apart on Me Tonight,199958,1983
Bob Dylan's Greatest Hits Vol. II ,"Don't Think Twice, It's All Right",84846,1971
N/A,"Don't Think Twice, It's All Right",84846,N/A
The Freewheelin' Bob Dylan,"Don't Think Twice, It's All Right",84846,1963
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall","Don't Think Twice, It's All Right",84846,2004
The Bootleg Series Vol. 7: No Direction Home: The Soundtrack,"Don't Think Twice, It's All Right",84846,2005
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964","Don't Think Twice, It's All Right",84846,2010
The Essential Bob Dylan,"Don't Think Twice, It's All Right",84846,2000
N/A,"Don't Think Twice, It's All Right (Animal Collective Remix)",2479082,N/A
N/A,"Don't Think Twice, It's All Right [At Budokan]",4833087,N/A
Bob Dylan at Budokan,"Don't Think Twice, It's All Right [At Budokan]",4833087,1979
N/A,"Don't Think Twice, It's All Right [Gaslight 1962]",4848854,N/A
Live at the Gaslight 1962,"Don't Think Twice, It's All Right [Gaslight 1962]",4848854,2005
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969","Don't Think Twice, It's All Right/Understand Your Man",5672430,2019
John Wesley Harding,Down Along the Cove,117563,1967
N/A,Down Along the Cove,117563,N/A
N/A,Down in the Flood,988091,N/A
Bob Dylan's Greatest Hits Vol. II ,Down in the Flood,988091,1971
N/A,Down on Me,1258013,N/A
N/A,Down the Highway,105202,N/A
The Freewheelin' Bob Dylan,Down the Highway,105202,1963
N/A,Dreamin' of You,201676,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Dreamin' of You,201676,2008
John Wesley Harding,Drifter's Escape,117557,1967
N/A,Drifter's Escape,117557,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Drifter's Escape,117557,2019
Knocked Out Loaded,Driftin' Too Far from Shore,200039,1986
N/A,Driftin' Too Far from Shore,200039,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Duncan and Brady,1005672,2008
N/A,Duncan and Brady,1005672,N/A
N/A,Duquesne Whistle,83596,N/A
Tempest,Duquesne Whistle,83596,2012
N/A,Dusty Old Fairgrounds,970549,N/A
Self Portrait,Early Mornin' Rain,199447,1970
N/A,Early Mornin' Rain,199447,N/A
Tempest,Early Roman Kings,83435,2012
N/A,Early Roman Kings,83435,N/A
Empire Burlesque,Emotionally Yours,199976,1985
N/A,Emotionally Yours,199976,N/A
N/A,Endless Highway,1399374,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Eternal Circle,200872,1991
N/A,Eternal Circle,200872,N/A
N/A,Every Grain of Sand,105810,N/A
Biograph,Every Grain of Sand,105810,1985
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Every Grain of Sand,105810,1991
Shot of Love,Every Grain of Sand,105810,1981
Oh Mercy,Everything Is Broken,200641,1989
N/A,Everything Is Broken,200641,N/A
The Bootleg Series Vol. 8: Tell Tale Signs: Rare and Unreleased 1989-2006,Everything Is Broken,200641,2008
The Essential Bob Dylan,Everything Is Broken,200641,2000
N/A,False Prophet,5545757,N/A
Rough and Rowdy Ways,False Prophet,5545757,2020
N/A,Farewell,201798,N/A
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Farewell,201798,2010
The Bootleg Series Vol. 12: The Cutting Edge 1965-1966,"Farewell, Angelina",188477,2015
The Bootleg Series Vol. 12: The Cutting Edge (Collectors Edition),"Farewell, Angelina",188477,2016
N/A,"Farewell, Angelina",188477,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,"Farewell, Angelina",188477,1991
New Morning,Father of Night,199487,1970
N/A,Father of Night,199487,N/A
N/A,Final Theme,199533,N/A
Pat Garrett & Billy the Kid,Final Theme,199533,1973
N/A,Five Feet High and Rising,5672448,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Five Feet High and Rising,5672448,2019
N/A,Fixin' To Die Blues,1079081,N/A
N/A,Fixin' to Die,199929,N/A
Bob Dylan,Fixin' to Die,199929,1962
N/A,Floater (Too Much to Ask),201449,N/A
Love and Theft,Floater (Too Much to Ask),201449,2001
N/A,Folsom Prison Blues,1186484,N/A
N/A,Foot of Pride,201067,N/A
The Bootleg Series Volumes 1-3 (Rare & Unreleased) 1961-1991,Foot of Pride,201067,1991
Biograph,Forever Young (Demo),1167432,1985
N/A,Forever Young (Demo),1167432,N/A
The Essential Bob Dylan,Forever Young (Demo),1167432,2000
Planet Waves,Forever Young (Fast Version),2115102,1974
N/A,Forever Young (Fast Version),2115102,N/A
N/A,Forever Young (Slow Version),58513,N/A
Planet Waves,Forever Young (Slow Version),58513,1974
Bob Dylan at Budokan,Forever Young [At Budokan],4833199,1979
N/A,Forever Young [At Budokan],4833199,N/A
Together Through Life,Forgetful Heart,201707,2009
N/A,Forgetful Heart,201707,N/A
N/A,Four Strong Winds,1447571,N/A
"The Bootleg Series Vol. 4: Bob Dylan Live 1966, The ""Royal Albert Hall"" Concert",Fourth Time Around [Live 1966],4838727,1998
N/A,Fourth Time Around [Live 1966],4838727,N/A
N/A,Frankie & Albert,1526977,N/A
Good as I Been to You,Frankie & Albert,1526977,1992
N/A,Freedom for the Stallion,1340047,N/A
N/A,Freight Train Blues,117504,N/A
Bob Dylan,Freight Train Blues,117504,1962
Good as I Been to You,Froggie Went A-Courtin',867074,1992
N/A,Froggie Went A-Courtin',867074,N/A
Highway 61 Revisited,From a Buick 6,105379,1965
N/A,From a Buick 6,105379,N/A
N/A,Full Moon and Empty Arms,691983,N/A
Shadows in the Night,Full Moon and Empty Arms,691983,2015
N/A,Gamblin' Willie's Dead Man's Hand (Limited Release Only),2924243,N/A
Bringing It All Back Home,Gates of Eden,75461,1965
"The Bootleg Series Vol. 6: Bob Dylan Live 1964, Concert at Philharmonic Hall",Gates of Eden,75461,2004
N/A,Gates of Eden,75461,N/A
N/A,George Jackson,1621663,N/A
N/A,Get Your Rocks Off,1046490,N/A
N/A,Girl Of The North Country (Dylan 30th Anniversary),930444,N/A
N/A,Girl from the North Country,105188,N/A
The Freewheelin' Bob Dylan,Girl from the North Country,105188,1963
"The Bootleg Series, Vol. 9: The Witmark Demos: 1962-1964",Girl from the North Country,105188,2010
Nashville Skyline,Girl from the North Country (Duet),3035706,1969
N/A,Girl from the North Country (Duet),3035706,N/A
"The Bootleg Series Vol. 15: Travelin' Thru, 1967-1969",Girl from the North Country (Duet),3035706,2019
